# ra                   dec                  source_id            l                    b                     parallax             parallax_error         pmra                 pmra_error             pmdec                 pmdec_error            ra_dec_corr     ra_parallax_corr   ra_pmra_corr   ra_pmdec_corr   dec_parallax_corr   dec_pmra_corr   dec_pmdec_corr   parallax_pmra_corr   parallax_pmdec_corr   pmra_pmdec_corr   phot_g_n_obs   phot_g_mean_mag   g           bp_rp        proba  
  29.16613723513852    37.27476725090081    342477226146028928   137.06608233095403   -23.800250114674668   2.2434082503969375   0.03365908345514861    9.453712880555162    0.055817119802742864   -11.289336251380542   0.07282729007086348    0.31371704      0.14188801         -0.3031136     -0.23490456     -0.4767182          -0.5282514      -0.63573503      0.43563256           0.59908736            0.61695313        127            13.332162         13.332162   0.9077072    1.0    
  29.161230444840523   36.90948534815975    342451215824120576   137.17128088769343   -24.1526801692261     2.174673560538245    0.04743600373148948    9.723985424714446    0.0937431067068259     -11.740186500170058   0.09647770880826095    -0.22735767     0.29257625         -0.5214109     0.2318716       -0.24919607         0.19223318      -0.32167253      0.13773991           0.04628353            0.051836684       104            11.472417         11.472417   0.630393     1.0    
  29.05712288981652    37.2657754222584     342474443007226240   136.97751320455765   -23.83252153402563    2.3030966379050812   0.05832946592597964    10.109555625990454   0.09639255457490307    -11.70577334843105    0.13714246200655333    0.2543882       0.07342447         -0.28457433    -0.22189254     -0.42970946         -0.40257123     -0.5358303       0.32443297           0.5439157             0.49629673        101            12.77597          12.77597    0.8038101    1.0    
  29.202555595217362   37.48643577588291    342484269892379264   137.03333375428466   -23.58872767929175    2.182078791745009    0.06810964649353338    9.849447302823425    0.12627749518173972    -12.148280320551262   0.15790877520995006    0.34669808      -0.16055852        -0.20116726    -0.3897973      -0.4308739          -0.4291529      -0.4402416       0.24240543           0.5768642             0.4654462         103            10.412182         10.412182   0.53069305   1.0    
  29.24001137545183    37.38902224919031    342480004988278784   137.09365550311213   -23.6742838298587     2.1758698091496718   0.07368742067449262    9.832693395911324    0.14051177770392043    -11.206902726819688   0.19825675554591096    0.28920177      -0.09954035        -0.09791978    -0.40145132     -0.56899744         -0.5000629      -0.6545412       0.24692959           0.60026485            0.46785545        121            10.804777         10.804777   0.5155239    1.0    
  29.401978564422063   37.085576668615474   342459256002883584   137.32054996532355   -23.930430087069105   2.188900945716729    0.03027672693989343    9.757150971753603    0.05499733482896442    -11.621250926495692   0.05002607962050193    0.22122733      0.40554762         -0.07900297    0.022412537     0.012273175         -0.08102075     0.052714296      0.023019664          0.22215861            0.23377347        109            13.035128         13.035128   1.0113344    1.0    
  29.10122263710242    37.157935031452666   342469804442558464   137.04653834479376   -23.92675192886976    2.2337234406651194   0.10505694890219021    9.68910108083796     0.18752440936373427    -12.113269301993565   0.20042205131674795    0.14903736      0.19223097         -0.15886746    -0.0508065      -0.42835432         -0.27117953     -0.42648637      0.28978983           0.47486207            0.39967468        122            16.978294         16.978294   2.2896366    1.0    
  27.84597851547212    36.16934655041357    342346208167398144   136.26486212577262   -25.14554482504337    1.9573221014251878   0.21453736580219532    10.1091641456095     0.267543957489387      -11.97876164763316    0.25138333756344716    -0.11204456     0.6349251          -0.24246067    0.21605715      -0.3355314          -0.045094997    -0.14972842      0.16906354           0.39296687            0.32190138        124            17.696358         17.696358   2.3996468    0.4    
  29.228853346389982   37.451479978674385   342483234804070784   137.06567634257792   -23.61664189573502    2.2431632197780953   0.08552438023302383    9.719221606090198    0.159581630767068      -11.823700367157691   0.24872104468284095    0.38450962      -0.17607518        -0.43099108    -0.39282894     -0.5047218          -0.5055242      -0.718906        0.42889413           0.619424              0.55607617        104            16.32259          16.32259    2.13375      1.0    
  29.22320724387067    37.10404577409529    342457160058842624   137.16500951956505   -23.952005156976348   2.23692217658867     0.04203907607087589    9.761042632113735    0.07158716591216076    -11.91869474665348    0.07501471550691324    0.016119564     0.48612615         -0.11652981    0.04249071      -0.2625084          0.01881301      -0.08151246      0.01060446           0.053453058           0.29163924        115            14.871265         14.871265   1.3315516    1.0    
