# File generated by CMD 3.1 (http://stev.oapd.inaf.it/cmd) on Mon Nov 26 12:34:18 CET 2018
# PARSEC isochrones, release v1.2S
# Basic references: Bressan et al. (2012), MNRAS, 427, 127 + Chen et al. (2014, 2015), MNRAS, 444, 2525 + MNRAS, 452, 1068 + Tang et al. (2014), MNRAS, 445, 4287
# Warning: you choose not to include the TP-AGB phase!
# Photometric system: Gaia DR2 + Tycho2 + 2MASS (all Vegamags, Gaia passbands from Evans et al. 2018)
# Attention: photometry includes extinction of Av=1.2
# Using NBC version of bolometric corrections as in Chen et al. (2014), MNRAS, 444, 2525
# BCs of Carbon stars derive from Aringer et al. (2009, A&A 503, 913)
# O-rich circumstellar dust ignored
# C-rich circumstellar dust ignored
# IMF: Chabrier (2001) lognormal 
# On RGB, assumed Reimers mass loss with efficiency eta=0.2
# Kind of output: isochrone tables
#	Isochrone  Z = 0.01520	Y = 0.27554	[M/H] = 0.015	eta_R = 0.200	Age = 	3.9811e+06 yr
#	Includes interstellar extinction of Av = 1.2000 mag
#      Z	log(age/yr)	M_ini   	M_act	logL/Lo	logTe	logG	mbol    G       G_BP    G_RP    B_T     V_T     J       H       Ks	int_IMF	stage
	0.015200	6.6000	0.09000000	0.0900	-1.6739	3.4145	3.6763	8.955	11.638	14.740	10.265	16.695	14.774	7.223	6.546	6.081	1.46765435	0
	0.015200	6.6000	0.09549807	0.0955	-1.6544	3.4165	3.6902	8.906	11.565	14.637	10.196	16.591	14.670	7.177	6.499	6.038	1.52540660	0
	0.015200	6.6000	0.10030516	0.1003	-1.6418	3.4177	3.7038	8.874	11.519	14.571	10.151	16.527	14.603	7.147	6.469	6.010	1.57338178	0
	0.015200	6.6000	0.10584763	0.1058	-1.6118	3.4208	3.7095	8.799	11.407	14.407	10.044	16.356	14.438	7.077	6.399	5.943	1.62589741	0
	0.015200	6.6000	0.11121190	0.1112	-1.5894	3.4230	3.7175	8.744	11.324	14.288	9.964	16.233	14.317	7.025	6.346	5.894	1.67403126	0
	0.015200	6.6000	0.11635009	0.1164	-1.5740	3.4245	3.7276	8.705	11.267	14.206	9.909	16.151	14.235	6.988	6.309	5.859	1.71789253	0
	0.015200	6.6000	0.12014176	0.1201	-1.5678	3.4250	3.7377	8.689	11.244	14.174	9.887	16.120	14.203	6.974	6.294	5.846	1.74896824	0
	0.015200	6.6000	0.12581760	0.1258	-1.5390	3.4282	3.7414	8.617	11.133	14.010	9.782	15.946	14.039	6.907	6.227	5.782	1.79360330	0
	0.015200	6.6000	0.13118915	0.1312	-1.5163	3.4306	3.7467	8.561	11.047	13.884	9.701	15.813	13.913	6.854	6.173	5.733	1.83383989	0
	0.015200	6.6000	0.13631715	0.1363	-1.5001	3.4323	3.7540	8.520	10.988	13.800	9.644	15.724	13.829	6.816	6.134	5.697	1.87049937	0
	0.015200	6.6000	0.14265959	0.1427	-1.4784	3.4348	3.7620	8.466	10.907	13.683	9.567	15.599	13.712	6.766	6.083	5.649	1.91367769	0
	0.015200	6.6000	0.14857660	0.1486	-1.4526	3.4378	3.7659	8.402	10.810	13.542	9.476	15.446	13.571	6.706	6.022	5.593	1.95198846	0
