# ra                   dec                   source_id             l                    b                     parallax             parallax_error         pmra                  pmra_error             pmdec                 pmdec_error            ra_dec_corr     ra_parallax_corr   ra_pmra_corr   ra_pmdec_corr   dec_parallax_corr   dec_pmra_corr   dec_pmdec_corr   parallax_pmra_corr   parallax_pmdec_corr   pmra_pmdec_corr   phot_g_n_obs   phot_g_mean_mag   g           bp_rp           proba  
  101.20752179819708   -19.37317616916297    2945355706792866944   229.6272494600241    -10.1055834181741     1.5576854872623156   0.03677311136843977    -3.8180311327073553   0.05488304072876462    -1.5295472136515493   0.06379603765612919    0.13038953      0.09651854         0.32251042     0.30937317      0.07182306          0.49269947      0.024663787      0.23969501           -0.20012535           -0.3825485        381            12.30984          12.30984    0.8073826       0.6    
  101.09965392421506   -19.271253784145063   2945371924589367552   229.48940739185915   -10.153926787164743   1.297872120747834    0.025155237185951432   -4.232615557166715    0.03614033540990071    -1.4093016472786948   0.04696710883190025    0.075099215     -0.0024937915      0.24675658     0.41148543      0.17108712          0.5807488       -0.14345717      0.28254268           -0.28120986           -0.37179735       440            14.308847         14.308847   0.8649254       1.0    
  99.8888331651249     -20.337173717395693   2939189061465997952   229.98029835626804   -11.63769654834916    1.4152080428871905   0.10291287061971742    -4.70559540266661     0.15106731277293228    -1.5377524219983765   0.19512774671038507    0.11415493      0.18252093         0.48715582     0.1940645       0.07936555          0.33454937      0.19171406       0.11862911           0.039673746           -0.34476125       322            17.398956         17.398956   1.9697533       0.8    
  100.3910431833809    -19.98218358339282    2939214178434399744   229.85479321059066   -11.060519404131382   1.2488854408442995   0.10992845764629203    -4.210908059650009    0.14499510300324855    -1.3050142279488288   0.20332308027379536    0.12972361      0.12240185         0.35857716     0.3387916       -0.030990742        0.39559406      0.23893969       0.024567919          -0.009400648          -0.23328285       405            17.700583         17.700583   2.019001        0.8    
  100.03708292646701   -20.35946208014928    2939177928910725376   230.06059673607942   -11.520952046267348   1.2352834221570388   0.14959876493494853    -3.825971695241381    0.20286459837904328    -1.470306573504524    0.2299324635373699     0.07458018      0.2341072          0.5658479      0.15682767      -0.17484194         0.32469046      0.20049635       0.18293081           -0.13370454           -0.23646376       327            17.900501         17.900501   1.9542542       0.3    
  100.29156662103816   -19.892864394184304   2939227574432041728   229.73200016756033   -11.107444972947723   1.3833391892064244   0.10980026157867381    -4.24830380394592     0.15028685361099478    -1.2620008566491796   0.21388084341225228    0.13867705      0.14862674         0.3632044      0.3575483       0.026795357         0.41494873      0.21658465       0.1091412            0.033283006           -0.25971612       422            17.782267         17.782267   2.0430126       0.8    
  100.65409622844811   -19.92960911498       2939305575339796352   229.91305235799805   -10.81429037923765    1.4615922728022317   0.044656269104526046   -4.842306682061986    0.06249302083524963    -0.9224514428819924   0.07723114918183437    -0.11769115     0.11877212         0.19138242     0.23984063      0.036208417         0.34665117      -0.05261606      0.19762364           -0.19781052           -0.40780753       367            12.903085         12.903085   0.74770164      0.3    
  100.48669240212993   -19.703833237433084   2939330245631768320   229.63684736231306   -10.861044035905518   1.3124886135834586   0.03189067408961073    -3.864267480128496    0.04451289826434271    -2.149669359051306    0.06156880861279524    0.23138301      0.15952663         0.37536606     0.40641534      0.18994147          0.51760054      0.1443073        0.21484944           0.0092961835          -0.27539355       425            14.993924         14.993924   1.1555519       0.2    
  100.37402260239551   -19.681861286611518   2939328390205919872   229.57075155826942   -10.94778169508008    1.259629352717139    0.058045739268392425   -4.505804007639347    0.07939284154427184    -1.9900294614292253   0.10471155953034354    0.061746452     0.26215336         0.3471367      0.27266002      0.26014575          0.41682884      0.07755864       0.3269166            -0.02430555           -0.387862         410            10.015606         10.015606   -0.0031528473   0.6    
  100.38389244050084   -19.934099802975204   2939320070846946048   229.80750828046197   -11.046252423177522   1.2563138184045066   0.12322448223627559    -4.250134024751392    0.16474394110978616    -1.1049759829334072   0.22249017042738312    0.12447205      0.058767233        0.3116673      0.34785616      -0.06565354         0.43386212      0.08816588       0.07252674           -0.054913733          -0.25291964       387            17.966808         17.966808   2.0505447       0.8    
  100.72043709578706   -19.581905057195932   2939355637479027456   229.6197713860248    -10.60995129081331    1.483902658525639    0.021364995647458026   -4.391113848060106    0.02989032138718999    -1.7746911278598687   0.03203723570889607    0.08219383      0.2028194          0.35715187     0.36814433      0.09972999          0.57092303      -0.070580795     0.34018153           -0.25949776           -0.24853674       395            13.179526         13.179526   0.69949627      1.0    
  101.08420872189608   -19.40126375194235    2939353541535016064   229.60245867450524   -10.22273289896955    1.3764640946670306   0.04027865970286027    -4.333141397525547    0.060756396967666666   -1.3336699675750112   0.06643819833631096    0.11377366      0.08432554         0.34299275     0.41572005      0.10920782          0.5795307       -0.041226607     0.27144313           -0.26853165           -0.21700774       399            11.897533         11.897533   0.31466866      1.0    
  100.99552269226963   -19.49140026570181    2939351273792326656   229.64894884829204   -10.336862341846711   1.3802136318102405   0.024513337877875192   -4.409498479745526    0.036390048923197124   -1.578623519003418    0.04008423025770887    -0.0043369425   0.016217835        0.27004966     0.36657694      0.080803536         0.5568405       -0.13919629      0.2790862            -0.37648603           -0.37780428       393            13.830365         13.830365   0.78174305      1.0    
  100.88610316417589   -19.57343377292192    2939344711082341120   229.67962782075185   -10.465132617856334   1.3853235200275278   0.02484892201798404    -4.2540924244942975   0.03313019428248524    -1.7872729202383226   0.036682758406779835   -0.026667954    0.15947849         0.40244642     0.24686667      -0.07355035         0.44376647      0.007288022      0.23155595           -0.3722507            -0.312651         383            13.434127         13.434127   0.71987534      1.0    
  102.7911030824268    -21.033261328388765   2926192937107711744   231.79636646756543   -9.476810883459251    1.294613902161344    0.048551832227463225   -4.545784790203238    0.06864859495297977    -1.2334186610104048   0.07132923582441071    0.18366435      0.049229044        0.2864859      0.3077026       0.18192582          0.4983036       -0.085342705     0.31905088           -0.30843383           -0.15465516       303            15.90146          15.90146    1.3936377       1.0    
