# ra                   dec                   source_id             l                    b                     parallax             parallax_error         pmra                  pmra_error             pmdec                pmdec_error            ra_dec_corr     ra_parallax_corr   ra_pmra_corr    ra_pmdec_corr   dec_parallax_corr   dec_pmra_corr   dec_pmdec_corr   parallax_pmra_corr   parallax_pmdec_corr   pmra_pmdec_corr   phot_g_n_obs   phot_g_mean_mag   g           bp_rp        proba  
  105.8909084861285    -45.53211899830735    5558105912058000256   255.91898207147008   -17.004071102541353   3.9209311022492184   0.023717952653865844   -10.244428728252487   0.04591434421044521    12.90760102449621    0.05062800890509796    -0.066612616    0.15266824         -0.37958458     0.14705808      0.22527166          0.16962412      -0.5268545       0.077798374          0.0958695             -0.17489779       205            11.070086         11.070086   0.68731785   1.0    
  107.47734626018381   -45.23784927723071    5558182770494600576   256.07398241001954   -15.861300862099315   3.625637252761041    0.060914502709892      -9.71631165285542     0.11342432377405702    11.745247429434897   0.13333823285053759    -0.01185726     -0.11370146        -0.20446637     0.020051664     0.30998528          0.07263654      -0.11461544      0.18766847           0.031233627           -0.10555081       232            16.98991          16.98991    2.4491653    1.0    
  107.78754928544978   -45.11437334743233    5558190265216017280   256.04404363781777   -15.611835506482091   3.4140659832031504   0.028107636001144833   -9.355687797451598    0.055379821272298325   11.987415023814005   0.053802643561876286   0.013878949     -0.2158152         -0.34912062     0.088690095     0.23279312          0.11533893      -0.30290258      0.24233036           -0.21778552           0.10564347        223            15.053173         15.053173   1.9142637    0.9    
  107.79740133368348   -44.51129926199094    5558264344811729664   255.47106808662457   -15.36921427514064    3.4818318344197525   0.03236101549373547    -9.428681693666313    0.06536467432424514    11.852436514881845   0.06662433135750322    -0.06497267     0.0069019007       -0.3892316      0.07084096      0.12677467          0.09208439      -0.5770504       0.2941404            -0.024616925          -0.009460324      207            15.664157         15.664157   1.9315014    1.0    
  106.6764101811755    -45.07032155753367    5558234623638269184   255.68779119979703   -16.318902623072145   3.6107204259124184   0.07290845772617024    -9.76778723768195     0.13109873855277407    12.516117859765043   0.13497721261051163    0.007483484     -0.023151346       -0.11121964     -0.0036077478   0.2641257           0.09468543      -0.23860937      0.33165234           -0.045822825          -0.09825172       228            17.016047         17.016047   2.4888525    1.0    
  106.6080527591242    -45.06738875236555    5558235139034338432   255.66589955392712   -16.362469188628168   3.8394600644041215   0.5175465486645244     -10.874796244038011   1.0399770699839843     11.047247133371307   0.9332994285047975     -0.025067536    -0.048574924       0.085990645     -0.01023185     0.18759051          0.056907166     -0.4104833       0.30893132           -0.09993172           -0.079590484      210            15.495277         15.495277   0.78783894   0.2    
  105.94065037762167   -45.105389640152396   5558339833156345728   255.5182311976557    -16.813529701261043   3.8790041809843565   0.0495747176042989     -10.419576764917876   0.09089710362525354    13.248049766910988   0.09726988068531593    0.021381214     -0.014891805       -0.20429218     0.0020770654    0.25502053          0.07320352      -0.29453298      0.28095165           -0.10498834           -0.007226628      200            16.070513         16.070513   2.2114515    1.0    
  106.81716140305097   -44.39820975618774    5558458649132039552   255.08068535747756   -15.970114951619253   3.936096281468309    0.4940636035400062     -9.548083312219502    0.9583408296616278     10.536430760232452   1.0648614820454638     -0.06571322     -0.03342235        -0.1093055      0.095749095     0.20294434          0.11225703      -0.024696803     0.1430242            0.032997083           -0.13373663       245            17.002462         17.002462   1.5259495    0.1    
  105.06047726788212   -44.66418111199591    5559149451671725440   254.84911542167075   -17.23092516656468    4.033206403665546    0.08956466335314077    -9.760727240465679    0.19161638067433173    13.133687169599671   0.1979073566925363     0.07125943      0.20352001         -0.10009958     0.16863593      0.028896721         0.19399443      -0.32425344      0.0054979944         0.02778125            0.026312789       236            17.395792         17.395792   2.6332664    0.6    
  105.82191609641384   -44.02633159281384    5559197933259804160   254.44045216935132   -16.48903360952229    3.7390512324177334   0.0686395190060438     -10.060845014900515   0.13602412779058734    12.282112387587208   0.12565698722733457    0.018810488     0.13176726         -0.0045709065   0.07808859      0.16837335          0.14191279      -0.36557272      0.22705795           -0.008186067          -0.08418226       244            10.776712         10.776712   0.657074     1.0    
  105.86926953094823   -43.89476596928763    5559246036896009728   254.32668251724513   -16.408005300464595   3.568164030829133    0.10397684022315482    -10.57412139269195    0.20186868463461416    11.351870502068401   0.21634322671494785    0.23320144      0.079264745        -0.2738927      -0.053326316    0.35208115          -0.06560702     -0.03870289      0.09323236           0.13450034            -0.0012167998     195            17.579157         17.579157   2.502964     0.5    
